name,datetime,humidity,precip,precipcover,preciptype,sealevelpressure,temp,windspeed,windgust,winddir,cloudcover,conditions,description
uddevalla,10/15/2022,86,1.631,12.5,rain,1003.1,11,25.8,46.8,178.4,71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,10/16/2022,87.1,9.386,16.67,rain,1004,10.4,31.3,73,215.8,70.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
uddevalla,10/17/2022,88.4,6.237,37.5,rain,1016.5,9.5,18.4,36.7,198,70.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,10/18/2022,90.6,6.932,29.17,rain,1017.1,10.3,21.1,42.7,278.4,81.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
uddevalla,10/19/2022,78.2,2.532,4.17,rain,1027,4.8,16,26.2,314.6,0.3,Rain,Clear conditions throughout the day with morning rain.
uddevalla,10/20/2022,84.9,0,0,,1023.2,5.1,15,28.8,165.9,60.1,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/21/2022,87.1,0,0,,1013.7,6.5,16.7,31.9,75.3,95.6,Overcast,Cloudy skies throughout the day.
uddevalla,10/22/2022,95.9,4.445,41.67,rain,1010.1,8.3,10.5,18.5,38.4,99.7,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
uddevalla,10/23/2022,97.3,1.135,41.67,rain,1011.1,9.4,10.7,25.7,109.4,99.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/24/2022,95.1,2.111,16.67,rain,1005.9,9.9,15.1,36.7,92,95.3,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,10/25/2022,93,13.292,33.33,rain,1002.9,11.7,24.9,51.4,217.6,95.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/26/2022,87.4,0.98,4.17,rain,1012.7,11.1,18.9,48.3,227.3,94.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,10/27/2022,90.8,0.05,4.17,rain,1017.2,12.8,18.1,40.1,202.1,92.2,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
uddevalla,10/28/2022,95.9,3.883,45.83,rain,1013.6,12.8,18.1,34.4,202.3,99.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
uddevalla,10/29/2022,87.1,1.374,12.5,rain,1011.1,12.1,33.4,51.4,237.1,57.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.
uddevalla,10/30/2022,91.9,0,0,,1015.6,10.7,11.5,34.4,182.7,80.8,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/31/2022,90.6,0.416,16.67,rain,1017.1,12.4,17.4,27.2,209.8,89.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
uddevalla,8/1/2023,83.8,6.571,4.17,rain,995,83.8,6.571,4.17,rain,995,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/2/2023,84.9,5.932,4.17,rain,993.5,84.9,5.932,4.17,rain,993.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/3/2023,86.6,2.571,4.17,rain,993.3,86.6,2.571,4.17,rain,993.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/4/2023,81.1,1.856,4.17,rain,1001.6,81.1,1.856,4.17,rain,1001.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/5/2023,80.9,1.392,4.17,rain,1009.4,80.9,1.392,4.17,rain,1009.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/6/2023,83.1,0.041,4.17,rain,1009.5,83.1,0.041,4.17,rain,1009.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/7/2023,92.5,21.311,4.17,rain,991.7,92.5,21.311,4.17,rain,991.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,8/8/2023,91.1,11.847,4.17,rain,984.6,91.1,11.847,4.17,rain,984.6,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,8/9/2023,91.9,8.581,4.17,rain,996.8,91.9,8.581,4.17,rain,996.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,8/10/2023,82.3,3.647,4.17,rain,1010.4,82.3,3.647,4.17,rain,1010.4,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,8/11/2023,79.7,0.102,4.17,rain,1016.3,79.7,0.102,4.17,rain,1016.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/12/2023,82.3,1.544,4.17,rain,1014.4,82.3,1.544,4.17,rain,1014.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/13/2023,88.3,6.372,4.17,rain,1012.1,88.3,6.372,4.17,rain,1012.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/14/2023,82.7,1.324,4.17,rain,1015.1,82.7,1.324,4.17,rain,1015.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/15/2023,86.5,0.111,4.17,rain,1013.7,86.5,0.111,4.17,rain,1013.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/16/2023,86.1,3.096,4.17,rain,1016.5,86.1,3.096,4.17,rain,1016.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/17/2023,84.4,1.198,4.17,rain,1024,84.4,1.198,4.17,rain,1024,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/18/2023,87,0.017,4.17,rain,1025.3,87,0.017,4.17,rain,1025.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/19/2023,81.4,0.203,4.17,rain,1022.1,81.4,0.203,4.17,rain,1022.1,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,8/20/2023,86.8,20.173,4.17,rain,1018.7,86.8,20.173,4.17,rain,1018.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/21/2023,82.5,0.526,4.17,rain,1017.6,82.5,0.526,4.17,rain,1017.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/22/2023,79.5,0,0,,1015.5,79.5,0,0,,1015.5,Partially cloudy,Clearing in the afternoon.
uddevalla,8/23/2023,84.8,0,0,rain,1014.1,84.8,0,0,rain,1014.1,Partially cloudy,Partly cloudy throughout the day.
uddevalla,8/24/2023,77.7,0.116,4.17,rain,1012.9,77.7,0.116,4.17,rain,1012.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/25/2023,94.5,1.753,4.17,rain,1008.6,94.5,1.753,4.17,rain,1008.6,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,8/26/2023,95.2,5.08,4.17,rain,1006.2,95.2,5.08,4.17,rain,1006.2,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
uddevalla,8/27/2023,78.2,19.746,4.17,rain,1005.9,78.2,19.746,4.17,rain,1005.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/28/2023,84,0.349,4.17,rain,1005.6,84,0.349,4.17,rain,1005.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/29/2023,81.8,1.202,4.17,rain,1008.1,81.8,1.202,4.17,rain,1008.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/30/2023,85.1,0.533,4.17,rain,1006.3,85.1,0.533,4.17,rain,1006.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,8/31/2023,87.7,2.767,4.17,rain,1005.8,87.7,2.767,4.17,rain,1005.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,9/1/2023,82.5,1.845,4.17,rain,1007.9,82.5,1.845,4.17,rain,1007.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,9/2/2023,84.5,0.098,4.17,rain,1014.1,84.5,0.098,4.17,rain,1014.1,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.
uddevalla,9/3/2023,85.8,0.104,4.17,rain,1019.3,85.8,0.104,4.17,rain,1019.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
uddevalla,9/4/2023,79,0,0,,1021.4,79,0,0,,1021.4,Partially cloudy,Clearing in the afternoon.
uddevalla,9/5/2023,83.2,0,0,,1019.3,83.2,0,0,,1019.3,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/6/2023,90.9,0,0,,1024.3,90.9,0,0,,1024.3,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/7/2023,87.5,0,0,,1026.6,87.5,0,0,,1026.6,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/8/2023,90,0,0,,1022.4,90,0,0,,1022.4,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/9/2023,83.2,0,0,,1017.5,83.2,0,0,,1017.5,Partially cloudy,Clearing in the afternoon.
uddevalla,9/10/2023,92.4,0,0,,1015.7,92.4,0,0,,1015.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/11/2023,89.4,0,0,rain,1012.5,89.4,0,0,rain,1012.5,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/12/2023,83.5,0,0,rain,1009.2,83.5,0,0,rain,1009.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/13/2023,81.2,0,0,,1013.7,81.2,0,0,,1013.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/14/2023,84.3,0.1,4.17,rain,1019.9,84.3,0.1,4.17,rain,1019.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
uddevalla,9/15/2023,88,0,0,rain,1021,88,0,0,rain,1021,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/16/2023,87,0,0,rain,1018.7,87,0,0,rain,1018.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/17/2023,81.2,0,0,,1019.2,81.2,0,0,,1019.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/18/2023,81.9,0,0,rain,1009.7,81.9,0,0,rain,1009.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/19/2023,89.5,6.6,25,rain,994.5,89.5,6.6,25,rain,994.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
uddevalla,9/20/2023,92.3,0.3,8.33,rain,997.4,92.3,0.3,8.33,rain,997.4,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
uddevalla,9/21/2023,78.6,0,0,rain,999.3,78.6,0,0,rain,999.3,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/22/2023,90,0,0,rain,996.7,90,0,0,rain,996.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/23/2023,91.1,0,0,rain,1004.9,91.1,0,0,rain,1004.9,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/24/2023,76.4,0,0,rain,1018.2,76.4,0,0,rain,1018.2,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/25/2023,81.7,0,0,,1021.8,81.7,0,0,,1021.8,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/26/2023,86.8,0,0,rain,1022.7,86.8,0,0,rain,1022.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/27/2023,90.8,0,0,rain,1018.8,90.8,0,0,rain,1018.8,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/28/2023,89.9,0,0,rain,1014.4,89.9,0,0,rain,1014.4,Partially cloudy,Partly cloudy throughout the day.
uddevalla,9/29/2023,90.5,3.3,16.67,rain,1010.6,90.5,3.3,16.67,rain,1010.6,"Rain, Overcast",Cloudy skies throughout the day with rain.
uddevalla,9/30/2023,78.2,0,0,rain,1011.3,78.2,0,0,rain,1011.3,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/1/2023,83.3,0,0,,1015.7,83.3,0,0,,1015.7,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/2/2023,88.4,0.2,8.33,rain,1013.1,88.4,0.2,8.33,rain,1013.1,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
uddevalla,10/3/2023,87.9,6.4,33.33,rain,1004.4,87.9,6.4,33.33,rain,1004.4,Overcast,Cloudy skies throughout the day.
uddevalla,10/4/2023,77.8,0,0,rain,1005.8,77.8,0,0,rain,1005.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.
uddevalla,10/5/2023,83.6,0.2,8.33,rain,1011.9,83.6,0.2,8.33,rain,1011.9,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain.
uddevalla,10/6/2023,91.6,8.9,29.17,rain,1011.2,91.6,8.9,29.17,rain,1011.2,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
uddevalla,10/7/2023,94.2,6.9,25,rain,1008.9,94.2,6.9,25,rain,1008.9,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
uddevalla,10/8/2023,97.5,3.4,25,rain,1011.6,97.5,3.4,25,rain,1011.6,Overcast,Cloudy skies throughout the day.
uddevalla,10/9/2023,82.7,0.1,4.17,rain,1007.3,82.7,0.1,4.17,rain,1007.3,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/10/2023,80,9.9,25,rain,1002.5,80,9.9,25,rain,1002.5,Overcast,Cloudy skies throughout the day.
uddevalla,10/11/2023,77.8,4.4,25,rain,999,77.8,4.4,25,rain,999,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/12/2023,76.2,0,0,,1002.7,76.2,0,0,,1002.7,Overcast,Cloudy skies throughout the day.
uddevalla,10/13/2023,71,0,0,,1009.5,71,0,0,,1009.5,Clear,Clear conditions throughout the day.
uddevalla,10/14/2023,78,1.8,16.67,rain,1007.9,78,1.8,16.67,rain,1007.9,Partially cloudy,Partly cloudy throughout the day.
uddevalla,10/15/2023,88.8,13.9,33.33,rain,995.1,88.8,13.9,33.33,rain,995.1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
uddevalla,10/16/2023,87.1,0.2,4.17,rain,991.7,87.1,0.2,4.17,rain,991.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.
uddevalla,10/17/2023,87.8,2.3,6,,1013.6,87.8,2.3,6,,1013.6,Partially cloudy,
uddevalla,10/18/2023,85.2,3.2,12,,1012.8,85.2,3.2,12,,1012.8,Partially cloudy,
uddevalla,10/19/2023,85.1,2.6,8,,1013,85.1,2.6,8,,1013,Partially cloudy,
uddevalla,10/20/2023,88.3,2.4,8,,1010.5,88.3,2.4,8,,1010.5,Partially cloudy,
uddevalla,10/21/2023,88.5,3.1,20,,1010.8,88.5,3.1,20,,1010.8,"Rain, Partially cloudy",
uddevalla,10/22/2023,87,4.5,12,,1010.5,87,4.5,12,,1010.5,Partially cloudy,
uddevalla,10/23/2023,86.4,4.3,6,,1011.5,86.4,4.3,6,,1011.5,Partially cloudy,
uddevalla,10/24/2023,86.8,3,8,,1011.2,86.8,3,8,,1011.2,Partially cloudy,
uddevalla,10/25/2023,86,4.4,8,,1008.2,86,4.4,8,,1008.2,Partially cloudy,
uddevalla,10/26/2023,85.8,4.7,12,,1009.4,85.8,4.7,12,,1009.4,Partially cloudy,
uddevalla,10/27/2023,87.8,3.6,12,,1008.2,87.8,3.6,12,,1008.2,Partially cloudy,
uddevalla,10/28/2023,85.5,2.5,2,,1009.3,85.5,2.5,2,,1009.3,Partially cloudy,
uddevalla,10/29/2023,85.3,1.7,4,,1010.8,85.3,1.7,4,,1010.8,Partially cloudy,
uddevalla,10/30/2023,86.7,1.4,4,,1012.5,86.7,1.4,4,,1012.5,Partially cloudy,
uddevalla,10/31/2023,88.7,2.7,8,,1010.9,88.7,2.7,8,,1010.9,Partially cloudy,
